Status,Seniority,Home,Time,Marital,Records,Job,Expenses,Income,Debt,Amount,Price,Savings
good,14,rent,60,married,no_rec,fixed,75,146,0,1350,1413,3.155555556
good,0,parents,60,married,no_rec,fixed,45,225,2300,800,1850,11.775
good,20,owner,48,married,no_rec,freelance,35,142,0,500,1154,10.272
good,7,owner,60,married,no_rec,fixed,45,161,2000,1000,1460,5.76
good,2,parents,12,single,no_rec,fixed,35,105,0,360,1258,2.333333333
good,5,owner,60,married,no_rec,fixed,35,121,0,1200,1642,4.3
bad,4,rent,60,single,yes_rec,fixed,79,436,0,1500,1550,14.28
good,0,owner,24,married,no_rec,partime,60,76,0,400,450,0.96
bad,0,parents,12,single,no_rec,partime,35,37,0,120,300,0.2
good,15,owner,60,married,no_rec,freelance,45,148,0,1000,1330,6.18
good,2,parents,60,single,no_rec,freelance,35,214,2400,2000,2570,4.65
good,1,owner,48,married,no_rec,freelance,90,174,0,900,1220,4.48
good,0,owner,60,married,no_rec,fixed,60,400,0,1200,1283,17
good,4,priv,60,married,no_rec,freelance,75,120,1500,1200,1341,1.5
bad,11,rent,48,married,yes_rec,fixed,81,210,0,1260,1538,4.914285714
bad,0,rent,36,married,yes_rec,partime,76,155,0,440,440,6.463636364
good,2,parents,48,single,no_rec,fixed,35,185,0,1000,2130,7.2
good,3,rent,36,single,no_rec,fixed,59,244,0,700,1199,9.514285714
bad,7,rent,60,married,no_rec,fixed,103,130,0,950,1215,1.705263158
good,12,owner,60,married,no_rec,fixed,45,167,1750,250,1188,25.08
good,15,rent,36,married,no_rec,fixed,60,145,0,900,1621,3.4
good,0,parents,60,single,no_rec,others,35,149,0,1400,1829,4.885714286
bad,0,owner,60,separated,no_rec,partime,35,78,0,1030,1197,2.504854369
good,8,rent,60,married,no_rec,fixed,62,266,0,1000,1149,12.24
bad,2,parents,24,married,no_rec,fixed,45,175,0,1000,2393,3.12
good,23,owner,36,married,no_rec,fixed,60,169,180,1000,1457,3.8592
good,28,owner,36,married,no_rec,fixed,75,170,0,750,800,4.56
good,16,owner,36,married,no_rec,fixed,35,140,0,1100,2136,3.436363636
good,7,owner,60,married,no_rec,fixed,90,271,5500,800,945,9.45
good,2,parents,48,single,no_rec,fixed,35,91,0,900,1763,2.986666667
good,20,rent,60,married,no_rec,fixed,43,75,0,800,1263,2.4
bad,0,other,30,single,no_rec,partime,35,162,0,400,400,9.525
good,10,parents,48,single,no_rec,fixed,35,135,0,1500,2164,3.2
good,5,parents,12,married,no_rec,freelance,35,147,0,300,750,4.48
bad,2,owner,36,single,no_rec,freelance,35,177,2300,1750,2750,2.448
good,7,other,24,single,no_rec,fixed,35,102,0,400,1541,4.02
good,1,parents,60,single,no_rec,fixed,35,200,0,900,1088,11
good,14,other,60,married,no_rec,fixed,45,130,0,1500,2414,3.4
bad,0,ignore,60,married,no_rec,partime,45,150,0,1300,1429,4.846153846
good,3,owner,60,married,no_rec,fixed,75,125,0,1250,1415,2.4
good,15,owner,60,married,no_rec,fixed,45,108,0,1100,1213,3.436363636
good,10,rent,30,married,no_rec,fixed,60,150,0,1300,1378,2.076923077
good,4,owner,36,married,no_rec,freelance,35,142,0,800,970,4.815
good,0,rent,60,married,no_rec,fixed,64,188,0,1400,1475,5.314285714
good,0,parents,48,single,no_rec,partime,35,140,0,700,750,7.2
good,2,owner,36,married,no_rec,fixed,35,122,0,825,900,3.796363636
good,14,owner,48,married,no_rec,fixed,45,112,0,800,1037,4.02
bad,2,parents,60,single,yes_rec,fixed,35,110,0,1360,1435,3.308823529
good,3,owner,36,married,no_rec,freelance,60,106,0,800,1649,2.07
good,32,owner,48,married,no_rec,fixed,45,150,0,1000,1093,5.04
bad,1,other,48,single,yes_rec,partime,35,105,0,1300,1533,2.584615385
good,14,owner,48,married,yes_rec,fixed,75,72,0,800,1117,-0.18
good,13,owner,48,married,no_rec,fixed,45,106,0,400,1615,7.32
good,16,owner,12,married,no_rec,freelance,45,65,0,650,1665,0.369230769
bad,7,priv,60,married,yes_rec,fixed,60,300,0,2000,2485,7.2
bad,14,rent,60,married,no_rec,fixed,54,92,0,1450,1482,1.572413793
good,14,priv,24,married,no_rec,fixed,45,100,0,650,1150,2.030769231
good,15,owner,60,married,no_rec,fixed,45,118,2600,1250,1616,2.256
bad,11,rent,60,married,no_rec,fixed,82,71,0,900,977,-0.733333333
good,4,owner,48,married,no_rec,freelance,60,66,0,1000,1613,0.288
good,2,parents,60,single,no_rec,fixed,35,101,0,1600,1600,2.475
good,3,owner,60,married,no_rec,fixed,60,164,0,800,975,7.8
good,1,owner,60,single,yes_rec,freelance,35,57,2100,1500,1950,0.04
good,20,owner,48,married,no_rec,freelance,35,159,0,1157,1200,5.144338807
good,20,owner,60,married,no_rec,fixed,35,140,0,800,1300,7.875
good,22,owner,48,married,no_rec,fixed,45,180,0,1200,2206,5.4
good,3,parents,18,single,no_rec,fixed,35,80,0,200,350,4.05
bad,11,owner,48,married,yes_rec,fixed,35,81,2000,570,1177,2.189473684
good,1,other,24,single,no_rec,fixed,35,114,0,400,550,4.74
good,9,owner,60,married,no_rec,fixed,35,350,0,1250,1304,15.12
bad,0,other,60,single,no_rec,fixed,35,73,0,1580,1785,1.443037975
good,10,owner,60,married,yes_rec,freelance,60,107,600,1000,1175,2.46
good,22,owner,60,married,yes_rec,fixed,45,120,0,1350,1650,3.333333333
good,5,rent,48,married,yes_rec,fixed,46,110,0,600,1100,5.12
bad,0,owner,60,married,yes_rec,partime,35,130,3000,950,950,4.105263158
bad,3,rent,48,married,yes_rec,freelance,35,78,0,1300,1361,1.587692308
good,8,owner,60,single,no_rec,fixed,35,96,0,1500,1520,2.44
good,23,owner,24,married,no_rec,fixed,35,114,0,400,765,4.74
good,6,rent,36,married,no_rec,fixed,63,175,0,650,750,6.203076923
bad,5,owner,60,single,yes_rec,freelance,75,72,0,1000,1042,-0.18
good,6,parents,18,single,no_rec,freelance,35,140,0,600,2724,3.15
good,7,rent,36,married,no_rec,fixed,57,115,0,675,675,3.093333333
bad,1,other,36,single,no_rec,partime,35,66,0,450,500,2.48
good,5,owner,60,married,no_rec,fixed,35,124,0,2000,3400,2.67
bad,26,priv,60,separated,yes_rec,fixed,35,201,3100,2400,2700,3.375
bad,1,parents,60,single,no_rec,partime,35,80,0,1300,1525,2.076923077
good,5,priv,60,married,no_rec,fixed,35,90,0,900,1152,3.666666667
good,22,owner,48,married,no_rec,fixed,60,110,0,1000,1460,2.4
good,20,owner,36,married,no_rec,fixed,45,122,0,1100,1794,2.52
good,7,owner,60,married,yes_rec,fixed,45,315,4000,2400,2432,5.75
good,1,rent,36,single,no_rec,fixed,62,270,0,600,825,12.48
good,7,parents,24,married,no_rec,fixed,60,200,0,1000,3429,3.36
bad,5,other,24,married,no_rec,fixed,60,95,0,500,750,1.68
good,7,priv,60,married,no_rec,fixed,60,242,2000,1000,2236,9.72
good,16,owner,48,married,no_rec,freelance,35,364,0,900,1077,17.54666667
good,5,owner,24,married,no_rec,freelance,60,182,0,1250,2724,2.3424
good,3,owner,12,single,yes_rec,fixed,35,105,0,500,1138,1.68
good,0,owner,12,married,no_rec,freelance,45,91,0,1300,1591,0.424615385
good,16,owner,48,married,no_rec,fixed,60,225,3000,700,834,9.257142857
good,17,other,48,single,no_rec,fixed,35,100,0,900,1000,3.466666667
bad,0,rent,60,married,no_rec,partime,54,85,0,1300,1797,1.430769231
good,0,owner,48,married,no_rec,others,35,100,2900,1000,1439,1.728
good,8,owner,60,married,no_rec,fixed,45,250,0,1000,1250,12.3
bad,3,rent,60,married,no_rec,fixed,60,150,0,950,1945,5.684210526
good,6,owner,24,married,no_rec,freelance,60,178,0,1000,2099,2.832
good,20,owner,60,married,no_rec,fixed,45,256,0,1000,1500,12.66
good,16,priv,48,married,no_rec,fixed,60,85,0,800,1866,1.5
good,0,owner,60,single,no_rec,others,35,82,0,1600,1680,1.7625
good,5,owner,36,married,no_rec,fixed,35,220,5000,1250,1542,3.888
bad,1,owner,36,married,yes_rec,freelance,75,59,0,800,800,-0.72
good,1,parents,36,single,no_rec,fixed,35,61,0,800,995,1.17
bad,5,rent,60,married,yes_rec,fixed,69,88,0,1200,1200,0.95
bad,15,other,60,married,yes_rec,freelance,35,244,0,2250,2758,5.573333333
good,2,owner,36,married,yes_rec,fixed,35,160,400,800,1928,5.445
good,1,rent,36,married,no_rec,fixed,57,119,0,600,800,3.72
bad,18,rent,24,married,no_rec,partime,96,63,0,600,888,-1.32
good,20,owner,36,married,no_rec,fixed,45,257,0,900,1193,8.48
good,10,rent,18,divorced,no_rec,fixed,54,189,0,800,2215,3.0375
bad,11,rent,24,married,yes_rec,fixed,72,123,0,270,1676,4.533333333
bad,0,parents,60,single,no_rec,fixed,35,130,0,1600,1678,3.5625
bad,1,rent,60,single,no_rec,fixed,46,113,0,1600,1989,2.5125
good,36,owner,60,married,no_rec,fixed,45,102,0,2000,2684,1.71
good,2,priv,24,married,no_rec,freelance,45,54,0,600,943,0.36
good,11,rent,18,married,yes_rec,freelance,64,190,0,700,1224,3.24
good,8,owner,36,married,no_rec,fixed,45,110,2000,540,1102,3
good,2,owner,36,married,no_rec,fixed,45,80,0,550,1572,2.290909091
good,4,rent,36,married,no_rec,fixed,55,98,0,350,850,4.422857143
good,3,owner,24,married,no_rec,freelance,75,237,0,650,1548,5.981538462
good,4,owner,60,married,no_rec,fixed,60,147,0,830,935,6.289156627
good,3,owner,60,single,no_rec,fixed,35,250,0,1500,1934,8.6
bad,1,parents,48,single,no_rec,partime,45,95,0,600,1472,4
good,16,owner,36,married,yes_rec,fixed,60,230,0,1200,1460,5.1
good,1,owner,18,married,no_rec,others,35,106,0,480,1059,2.6625
good,12,owner,36,married,no_rec,fixed,60,130,0,700,950,3.6
good,18,owner,60,married,no_rec,fixed,45,104,25,800,1021,4.40625
good,3,priv,18,single,no_rec,others,35,206,0,450,1450,6.84
good,10,owner,48,married,no_rec,freelance,45,128,0,500,1195,7.968
good,14,owner,60,married,no_rec,fixed,60,120,0,1250,1557,2.88
bad,2,parents,36,single,no_rec,freelance,35,66,0,750,865,1.488
good,7,owner,36,married,no_rec,fixed,35,247,400,1500,1785,4.992
good,5,owner,36,married,no_rec,freelance,60,63,0,1050,1443,0.102857143
bad,5,owner,48,married,yes_rec,freelance,60,66,0,875,875,0.329142857
good,27,owner,18,married,no_rec,freelance,35,70,0,800,1578,0.7875
good,3,rent,36,married,yes_rec,freelance,59,140,0,1300,2115,2.243076923
good,2,priv,48,married,yes_rec,fixed,45,178,0,1150,1627,5.551304348
good,10,other,60,married,no_rec,fixed,35,203,1500,1520,1636,6.039473684
good,16,owner,6,married,no_rec,fixed,75,87,0,200,625,0.36
good,15,owner,60,married,no_rec,freelance,60,555,0,1500,4000,19.8
bad,14,owner,36,single,no_rec,freelance,35,115,1500,700,1700,3.342857143
good,4,parents,60,married,no_rec,freelance,35,95,0,1650,1900,2.181818182
good,3,parents,36,single,yes_rec,fixed,35,55,0,600,1625,1.2
good,2,parents,36,single,no_rec,fixed,35,140,0,1000,1693,3.78
bad,25,priv,60,married,yes_rec,freelance,90,85,0,800,975,-0.375
good,6,rent,48,single,yes_rec,fixed,65,198,0,950,1111,6.72
good,1,priv,60,married,no_rec,freelance,35,130,2850,2000,2240,1.995
good,30,owner,12,married,no_rec,freelance,45,80,0,1100,2487,0.381818182
good,10,parents,24,single,no_rec,freelance,35,200,12000,1100,1457,0.981818182
good,4,owner,48,married,no_rec,fixed,35,95,0,900,1625,3.2
good,12,owner,36,married,no_rec,freelance,45,58,0,500,500,0.936
good,30,owner,54,widow,no_rec,freelance,35,224,0,1100,1603,9.278181818
good,20,owner,60,married,no_rec,fixed,60,168,0,1400,1599,4.628571429
bad,1,rent,60,married,no_rec,freelance,53,179,0,1825,2275,4.142465753
bad,2,priv,24,single,no_rec,freelance,35,107,0,2000,2600,0.864
good,4,owner,60,married,no_rec,fixed,35,160,3700,1500,1661,3.52
good,4,rent,36,married,no_rec,fixed,56,111,0,500,675,3.96
bad,3,rent,60,married,no_rec,fixed,53,80,0,950,989,1.705263158
good,11,owner,60,married,yes_rec,fixed,35,110,62,1100,1347,4.057090909
good,6,parents,60,married,no_rec,fixed,60,108,0,1200,1250,2.4
good,14,rent,60,married,no_rec,fixed,53,181,0,1150,2497,6.67826087
bad,3,parents,48,married,no_rec,partime,60,67,0,1000,1045,0.336
bad,1,owner,36,married,no_rec,fixed,45,25,2000,1100,1332,-1.309090909
good,20,owner,60,divorced,no_rec,freelance,60,150,0,1400,1928,3.857142857
good,20,rent,60,married,no_rec,fixed,92,170,0,1000,2415,4.68
bad,0,rent,48,married,no_rec,fixed,60,150,0,1350,1450,3.2
good,12,rent,48,married,yes_rec,fixed,104,294,0,1350,1352,6.755555556
good,9,priv,48,married,no_rec,fixed,45,100,0,800,904,3.3
good,0,parents,48,single,no_rec,freelance,35,100,0,900,1400,3.466666667
good,2,owner,48,married,yes_rec,fixed,75,192,3000,700,970,5.965714286
good,3,parents,60,single,no_rec,fixed,35,100,0,1500,2100,2.6
bad,4,rent,48,married,no_rec,freelance,52,171,0,1150,1450,4.966956522
good,3,priv,60,single,no_rec,fixed,35,245,0,1300,1360,9.692307692
bad,1,ignore,60,married,yes_rec,freelance,45,124,0,1500,1661,3.16
good,11,owner,12,married,yes_rec,partime,35,110,2000,300,1248,2.2
bad,1,rent,36,single,no_rec,partime,42,70,0,590,590,1.708474576
bad,0,rent,48,single,no_rec,partime,42,72,0,700,875,2.057142857
good,1,rent,60,married,no_rec,fixed,73,133,0,1000,1158,3.6
good,10,parents,36,married,yes_rec,freelance,45,54,0,600,882,0.54
good,9,owner,24,married,no_rec,fixed,35,250,0,1000,1594,5.16
good,2,owner,60,married,no_rec,freelance,35,196,3950,1600,1678,4.55625
good,3,parents,60,married,yes_rec,fixed,60,92,0,1100,1355,1.745454545
good,10,owner,60,married,no_rec,freelance,45,325,1200,1300,1833,12.36923077
bad,3,priv,36,divorced,yes_rec,fixed,35,136,0,3000,4800,1.212
good,10,owner,48,married,no_rec,fixed,45,110,0,1000,1160,3.12
bad,2,rent,48,single,no_rec,freelance,51,157,4500,1000,2008,2.928
good,4,other,60,single,no_rec,fixed,35,162,0,1800,2999,4.233333333
bad,7,parents,60,single,no_rec,partime,35,70,0,1300,1438,1.615384615
good,5,parents,48,married,yes_rec,freelance,45,175,0,1000,1342,6.24
good,16,parents,24,single,no_rec,freelance,35,86,0,700,950,1.748571429
good,0,parents,24,single,no_rec,partime,35,69,0,107,125,7.626168224
bad,7,owner,60,married,yes_rec,fixed,60,148,0,920,1021,5.739130435
bad,2,other,48,married,no_rec,fixed,35,129,0,1580,1925,2.855696203
bad,3,rent,60,separated,yes_rec,fixed,60,150,0,1650,1772,3.272727273
good,1,owner,24,married,no_rec,fixed,60,102,0,850,1260,1.185882353
good,7,owner,48,married,yes_rec,fixed,45,140,0,550,1250,8.290909091
bad,2,owner,60,single,no_rec,partime,35,120,0,1400,1513,3.642857143
good,1,parents,60,married,no_rec,fixed,60,66,0,950,1589,0.378947368
good,27,rent,24,married,no_rec,fixed,47,115,0,500,1636,3.264
good,6,owner,60,married,no_rec,fixed,35,84,0,1400,1724,2.1
good,3,owner,60,married,no_rec,fixed,45,128,0,1300,1790,3.830769231
good,9,priv,60,married,no_rec,fixed,60,155,5000,1200,1400,2.25
bad,5,parents,24,single,no_rec,fixed,35,140,0,450,900,5.6
good,3,rent,48,married,no_rec,fixed,58,230,0,1150,1316,7.179130435
bad,20,other,60,married,yes_rec,fixed,105,105,0,750,843,0
good,18,priv,60,married,no_rec,fixed,60,140,0,1050,1097,4.571428571
good,19,owner,60,widow,yes_rec,fixed,35,207,4000,800,1336,9.9
good,5,rent,36,separated,no_rec,fixed,43,75,0,400,650,2.88
good,8,owner,60,married,no_rec,freelance,45,250,0,2500,3250,4.92
good,2,other,36,separated,no_rec,fixed,35,200,0,1600,1671,3.7125
bad,1,owner,12,married,no_rec,others,60,52,0,500,1705,-0.192
good,10,owner,60,married,no_rec,fixed,45,135,3700,1600,1767,1.9875
good,14,owner,36,married,no_rec,fixed,60,143,0,1400,1939,2.134285714
good,13,parents,48,married,no_rec,fixed,35,90,0,1000,1395,2.64
good,4,ignore,60,married,no_rec,freelance,35,102,0,1200,1405,3.35
good,20,owner,60,single,no_rec,fixed,35,250,4000,1450,1566,7.24137931
good,15,owner,60,married,no_rec,fixed,60,162,0,1700,2081,3.6
good,24,owner,60,married,no_rec,fixed,60,140,1000,1100,1653,3.818181818
good,10,owner,36,married,no_rec,fixed,35,235,1700,1500,1985,4.392
good,2,parents,36,single,no_rec,fixed,35,60,0,450,750,2
good,21,owner,24,married,no_rec,fixed,60,124,0,800,2400,1.92
bad,1,rent,60,married,yes_rec,partime,42,70,0,1700,1761,0.988235294
good,11,owner,48,married,no_rec,fixed,35,140,0,1500,1641,3.36
good,12,owner,60,married,yes_rec,fixed,35,100,0,1300,1359,3
good,5,rent,36,married,no_rec,fixed,63,184,0,635,785,6.85984252
bad,6,owner,48,married,yes_rec,fixed,35,90,0,1390,1594,1.899280576
good,1,rent,48,married,yes_rec,partime,72,116,0,1400,1661,1.508571429
good,10,owner,60,married,no_rec,others,35,57,0,1300,1863,1.015384615
bad,0,owner,60,married,no_rec,partime,75,210,4800,1250,1315,4.176
bad,1,owner,48,single,no_rec,fixed,35,53,1600,1100,1100,0.087272727
good,0,parents,60,single,no_rec,partime,35,111,1200,850,1412,4.517647059
good,10,owner,24,married,no_rec,freelance,60,200,0,500,1131,6.72
good,10,owner,60,married,no_rec,fixed,60,160,1800,1050,1303,4.685714286
bad,2,owner,60,married,yes_rec,freelance,45,98,700,1000,2200,2.76
good,16,owner,60,married,no_rec,fixed,60,159,0,1500,1736,3.96
bad,0,rent,60,single,no_rec,others,35,14,0,900,1158,-1.4
good,10,owner,6,married,no_rec,freelance,75,67,0,430,500,-0.111627907
bad,9,other,60,married,yes_rec,fixed,60,109,0,1250,1560,2.352
bad,7,other,36,married,yes_rec,freelance,35,59,0,1000,2246,0.864
good,3,parents,36,single,no_rec,fixed,35,74,0,350,550,4.011428571
good,6,owner,48,married,no_rec,freelance,45,106,0,1035,1410,2.828985507
bad,0,parents,48,single,no_rec,partime,35,48,0,1850,1877,0.337297297
bad,3,parents,60,single,no_rec,fixed,35,62,0,1100,1300,1.472727273
good,1,owner,24,married,no_rec,others,35,70,0,525,1771,1.6
bad,3,rent,36,married,no_rec,fixed,90,150,0,300,700,7.2
good,12,owner,48,married,no_rec,freelance,60,95,0,1300,1600,1.292307692
bad,0,priv,36,married,no_rec,partime,35,202,0,1300,1663,4.624615385
good,2,rent,60,married,no_rec,fixed,55,100,0,1750,1900,1.542857143
bad,2,priv,48,married,yes_rec,partime,75,115,0,850,1194,2.258823529
good,2,parents,60,single,no_rec,fixed,35,164,0,900,1516,8.6
good,0,parents,24,single,no_rec,fixed,35,155,0,1450,1688,1.986206897
good,4,owner,48,married,yes_rec,fixed,60,150,200,800,800,5.28
bad,21,owner,60,married,yes_rec,fixed,60,165,0,1250,1424,5.04
bad,14,rent,60,married,no_rec,fixed,71,108,0,1400,1693,1.585714286
good,25,owner,60,married,no_rec,fixed,35,93,0,900,995,3.866666667
bad,6,other,60,married,no_rec,fixed,60,133,0,1300,1388,3.369230769
good,3,owner,36,married,no_rec,fixed,60,55,0,1500,2315,-0.12
good,13,owner,36,married,no_rec,fixed,35,148,0,300,850,13.56
good,5,parents,24,single,no_rec,fixed,35,130,0,200,1447,11.4
good,16,other,60,married,no_rec,fixed,60,120,0,1350,1487,2.666666667
good,3,parents,48,single,no_rec,freelance,35,124,0,1000,1362,4.272
good,5,other,18,married,yes_rec,others,35,99,0,375,675,3.072
good,16,rent,48,single,yes_rec,fixed,47,120,0,800,1224,4.38
good,2,rent,48,single,no_rec,fixed,60,250,0,1000,1179,9.12
good,0,parents,60,married,no_rec,others,75,37,0,1500,2084,-1.52
good,23,parents,60,single,no_rec,freelance,35,71,0,1950,2336,1.107692308
good,6,owner,48,married,no_rec,freelance,45,74,1500,2000,3753,0.336
bad,0,parents,36,single,no_rec,freelance,35,73,0,400,495,3.42
bad,1,other,60,single,no_rec,partime,45,135,0,1100,1480,4.909090909
bad,3,parents,60,married,no_rec,fixed,35,70,0,1300,1332,1.615384615
good,5,owner,36,married,yes_rec,others,45,79,0,400,1234,3.06
bad,0,rent,48,single,yes_rec,partime,56,105,0,1100,1289,2.138181818
good,9,priv,48,married,no_rec,fixed,45,102,360,1300,1537,1.971692308
good,0,owner,48,married,no_rec,others,60,50,0,1000,1480,-0.48
good,8,owner,12,married,no_rec,fixed,75,160,0,360,865,2.833333333
good,24,owner,60,single,no_rec,fixed,35,120,0,1320,1680,3.863636364
good,3,parents,60,single,no_rec,fixed,35,107,0,800,1111,5.4
good,13,owner,60,married,no_rec,fixed,35,253,0,1060,1750,12.33962264
good,2,rent,60,married,no_rec,fixed,51,155,0,1500,1550,4.16
good,33,owner,48,married,no_rec,fixed,35,130,0,850,1050,5.364705882
bad,0,owner,36,married,yes_rec,partime,45,120,150,700,850,3.78
good,0,rent,60,separated,no_rec,fixed,57,124,0,940,1149,4.276595745
good,7,parents,60,single,no_rec,fixed,35,75,0,1100,1340,2.181818182
good,20,owner,36,married,yes_rec,fixed,60,150,0,450,950,7.2
good,10,rent,36,divorced,no_rec,freelance,45,100,0,1000,1700,1.98
bad,17,owner,36,married,no_rec,fixed,60,78,0,650,800,0.996923077
good,1,owner,60,married,no_rec,fixed,45,60,0,1500,2326,0.6
good,10,owner,60,married,no_rec,fixed,45,419,2500,1300,1995,16.10769231
good,4,rent,60,married,no_rec,fixed,56,112,0,1250,1399,2.688
bad,3,rent,60,married,no_rec,fixed,50,147,0,1100,1226,5.290909091
good,31,owner,12,married,yes_rec,fixed,60,165,0,594,1332,2.121212121
good,3,rent,24,married,no_rec,fixed,61,160,0,400,450,5.94
good,8,rent,60,married,no_rec,freelance,45,147,0,1000,1359,6.12
good,0,rent,12,single,no_rec,freelance,38,34,0,700,1665,-0.068571429
good,1,rent,60,married,no_rec,partime,42,73,0,1000,1050,1.86
bad,12,owner,60,married,no_rec,fixed,60,98,200,800,1012,2.7
good,2,rent,36,married,no_rec,partime,57,123,0,900,975,2.64
good,10,owner,12,married,no_rec,freelance,45,14,0,900,1776,-0.413333333
good,1,owner,60,married,yes_rec,fixed,45,100,0,400,1570,8.25
good,0,owner,60,married,no_rec,freelance,45,56,0,1345,1345,0.49070632
good,3,owner,60,married,no_rec,fixed,45,90,0,1500,2502,1.8
good,1,owner,60,single,yes_rec,fixed,35,294,0,1300,1398,11.95384615
good,10,owner,36,married,no_rec,freelance,75,135,0,1000,1230,2.16
good,19,parents,60,single,no_rec,fixed,35,80,0,1000,1097,2.7
good,0,parents,18,single,no_rec,fixed,35,112,0,450,1196,3.08
good,3,rent,60,married,yes_rec,fixed,55,100,0,930,1007,2.903225806
good,4,owner,36,single,no_rec,fixed,35,115,0,900,1299,3.2
good,5,owner,60,married,no_rec,freelance,60,67,196,1300,1625,0.232615385
good,2,owner,60,married,no_rec,fixed,45,375,0,2200,2433,9
good,2,other,60,single,no_rec,fixed,35,113,0,1250,1499,3.744
good,18,rent,36,single,no_rec,freelance,40,53,0,750,1077,0.624
good,17,owner,48,married,yes_rec,freelance,60,73,0,1900,2205,0.328421053
bad,5,owner,48,single,no_rec,fixed,35,34,5000,1500,2272,-1.632
good,19,owner,60,married,no_rec,fixed,60,196,1000,1690,1930,4.473372781
good,1,rent,48,married,no_rec,partime,41,56,0,1500,1935,0.48
good,16,owner,48,married,no_rec,fixed,45,200,800,1250,1646,5.6448
good,1,rent,48,married,no_rec,fixed,55,102,0,600,1074,3.76
good,15,owner,60,married,no_rec,freelance,60,310,0,1200,1297,12.5
good,11,owner,60,married,no_rec,fixed,60,106,0,1500,1702,1.84
bad,0,parents,36,single,no_rec,partime,35,103,0,1050,1485,2.331428571
good,0,parents,60,single,no_rec,partime,35,131,0,1200,1538,4.8
bad,0,priv,60,married,no_rec,partime,45,117,250,1600,1967,2.60625
bad,0,rent,60,single,yes_rec,partime,47,120,0,1200,1460,3.65
bad,0,rent,36,single,yes_rec,others,38,33,0,300,350,-0.6
bad,0,parents,36,single,no_rec,freelance,35,43,0,875,950,0.329142857
good,9,other,60,married,no_rec,fixed,60,130,0,1500,1700,2.8
good,14,owner,60,married,no_rec,fixed,60,110,0,1000,1646,3
good,4,parents,36,single,no_rec,fixed,35,60,0,550,587,1.636363636
good,5,parents,36,married,no_rec,fixed,45,107,0,1160,1959,1.924137931
bad,0,rent,36,single,no_rec,partime,42,65,0,430,550,1.925581395
good,4,parents,36,married,no_rec,fixed,35,173,0,1000,1300,4.968
good,13,owner,60,married,no_rec,fixed,60,134,700,1000,1894,4.02
good,8,owner,60,married,no_rec,freelance,60,173,0,1200,1570,5.65
bad,1,parents,60,single,no_rec,freelance,35,78,0,2275,2300,1.134065934
good,5,ignore,48,divorced,no_rec,fixed,35,95,0,500,645,5.76
good,3,rent,36,single,no_rec,fixed,44,89,0,400,500,4.05
bad,1,owner,60,married,yes_rec,fixed,60,155,0,1650,1650,3.454545455
bad,3,owner,36,married,yes_rec,fixed,60,87,0,650,650,1.495384615
good,0,parents,48,single,no_rec,freelance,45,134,0,4000,4500,1.068
bad,1,parents,36,married,no_rec,fixed,35,61,0,700,800,1.337142857
good,3,priv,60,married,no_rec,fixed,75,185,1200,700,845,8.4
good,20,owner,12,separated,no_rec,freelance,75,300,0,760,1369,3.552631579
bad,3,owner,36,married,yes_rec,freelance,60,68,0,575,775,0.500869565
good,10,owner,36,married,yes_rec,fixed,60,320,1000,1000,2191,9
good,1,owner,36,single,no_rec,partime,35,139,0,375,425,9.984
good,8,rent,48,married,no_rec,fixed,76,159,0,830,939,4.8
good,6,other,48,married,no_rec,fixed,60,79,0,2000,2504,0.456
good,0,other,36,married,no_rec,fixed,45,260,0,725,775,10.67586207
bad,0,rent,60,married,no_rec,others,55,100,0,2500,2500,1.08
good,12,owner,60,married,yes_rec,fixed,75,231,0,1950,2500,4.8
good,6,rent,60,single,no_rec,fixed,43,82,0,800,946,2.925
bad,3,parents,60,married,yes_rec,fixed,45,120,0,1500,1621,3
bad,0,parents,18,single,no_rec,fixed,35,91,0,650,650,1.550769231
good,12,rent,36,married,no_rec,fixed,65,203,0,1500,2700,3.312
good,13,parents,60,single,no_rec,fixed,35,96,0,750,775,4.88
bad,0,owner,60,married,yes_rec,freelance,45,53,0,1500,1699,0.32
good,4,priv,24,married,no_rec,freelance,60,170,0,1800,2750,1.466666667
bad,8,other,36,married,no_rec,fixed,35,112,0,450,550,6.16
good,8,owner,24,married,no_rec,fixed,60,90,1500,900,1715,0.4
good,10,owner,36,married,no_rec,freelance,35,225,0,2000,2315,3.42
good,5,owner,60,married,yes_rec,fixed,35,205,1500,1050,1168,8.857142857
bad,5,parents,48,single,no_rec,others,45,155,0,2500,3542,2.112
bad,2,owner,60,single,no_rec,fixed,35,51,0,1400,1628,0.685714286
good,21,owner,60,married,yes_rec,fixed,60,144,0,2000,2230,2.52
bad,3,parents,60,single,yes_rec,partime,35,80,0,1100,1265,2.454545455
bad,0,rent,60,married,no_rec,freelance,35,76,0,1300,1636,1.892307692
good,14,parents,60,married,yes_rec,fixed,35,140,0,1150,1273,5.47826087
good,23,owner,60,married,no_rec,fixed,45,90,0,950,1101,2.842105263
good,3,owner,48,married,no_rec,freelance,35,107,1900,1000,1250,2.544
good,4,owner,36,married,no_rec,fixed,45,190,2000,800,2400,5.625
good,8,owner,60,married,yes_rec,fixed,45,145,0,1100,1110,5.454545455
good,11,rent,12,single,no_rec,fixed,44,93,0,700,1667,0.84
good,2,rent,60,married,no_rec,fixed,60,145,0,1550,1621,3.290322581
